"cliente.idcliente","cliente.nombrecliente","cliente.direccion","cliente.estado","cliente.nacimiento","ctacliente.numcta","cuenta.numsucursal","cuenta.saldo","cuenta.fecha"
"4602","FRANCISCO LEÓN IBÁÑEZ","CAOBA NUM. 66","VERACRUZ","Thu Nov 17 1994 00:00:00 GMT-0600 (hora estándar central)","C-04601","64","130658.75","Wed Jan 11 2012 00:00:00 GMT-0600 (hora estándar central)"
"4607","PETRONILA ROMERO RAMOS","BARRIO DE SAN JOSÉ MZNA 524","OAXACA","Tue Jan 09 1979 00:00:00 GMT-0600 (hora estándar central)","C-04606","125","17233.9","Sun Sep 15 2013 00:00:00 GMT-0500 (hora de verano central)"
"4609","LUCAS SANTANA MARTÍNEZ","AV MEXICO NUM. 732","SINALOA","Fri Dec 19 1958 00:00:00 GMT-0600 (hora estándar central)","C-04608","101","140871.16","Wed Sep 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"4613","ROSALIA CAMPOS PÉREZ","AV. UNIVERSIDAD NO. 499","PUEBLA","Wed Oct 12 1960 00:00:00 GMT-0600 (hora de verano central)","C-04612","126","111355.37","Tue Jul 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"4619","SALVIO PRIETO CAMBIL","ALDAMA NUM. 26","COAHUILA","Fri Sep 19 1975 00:00:00 GMT-0600 (hora estándar central)","C-04618","153","27012.46","Thu Jan 30 2014 00:00:00 GMT-0600 (hora estándar central)"
"4621","ASUNCIÓN ÁLVAREZ CANO","CALLE TABASCO NÚMERO 786","JALISCO","Mon Sep 19 1977 00:00:00 GMT-0600 (hora estándar central)","C-04620","34","9945.15","Mon Jun 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"4625","SALOMÉ CAMPOS HERNÁNDEZ","CDA. DE FRANCISCO CASTAÑEDA MZNA 510","NUEVO LEÓN","Sat Jun 09 1956 00:00:00 GMT-0600 (hora de verano central)","C-04624","51","140452.54","Fri Feb 10 2012 00:00:00 GMT-0600 (hora estándar central)"
"4630","JUVENAL ARIAS ARIAS","AV. SAN LORENZO TEZONCO MZNA 597","COAHUILA","Mon Apr 17 1978 00:00:00 GMT-0600 (hora estándar central)","C-04629","66","46516.64","Mon Jun 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"4633","CAYETANO CORTÉS LORENZO","LAGUNA DE TERMINOS NÚMERO 739","SONORA","Mon Oct 13 1975 00:00:00 GMT-0600 (hora estándar central)","C-04632","16","42559.76","Thu Feb 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"4644","PABLO MONTERO NAVARRO","ANDADOR 24 MANUELA SAENZ NÚMERO 133","SINALOA","Mon Aug 07 1995 00:00:00 GMT-0600 (hora estándar central)","C-04643","16","90457.68","Mon Jun 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"4647","JULIO DELGADO GALLEGO","CHICOASEN NÚMERO 484","QUINTANA ROO","Fri Jul 17 1964 00:00:00 GMT-0600 (hora de verano central)","C-04646","146","54550.54","Tue Jun 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"4648","EDUVIGIS GIMÉNEZ SANTANA","SN. CIPRIAN MZNA 266","CHIHUAHUA","Thu Sep 07 1995 00:00:00 GMT-0600 (hora estándar central)","C-04647","20","29265.25","Mon Oct 27 2014 00:00:00 GMT-0600 (hora estándar central)"
"4649","EUGENIO VÁZQUEZ GIL","SUR 113 A MANZANA 77","SINALOA","Wed Jul 20 1988 00:00:00 GMT-0600 (hora estándar central)","C-04648","26","100504.7","Fri May 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"4650","ROSALIA FUENTES BRAVO","NULL NUM. 489","TABASCO","Mon Jul 23 1984 00:00:00 GMT-0600 (hora estándar central)","C-04649","126","147095.11","Tue Jan 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"4670","FABIOLA RUBIO NIETO","BOULEVAR PASTOR ROUAIX MZNA 602","MORELOS","Thu Jan 22 1970 00:00:00 GMT-0600 (hora estándar central)","C-04669","26","108834.59","Mon May 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"4698","ALBINA MORENO SANTOS","TEKIT NUM. 431","CAMPECHE","Sat Sep 10 1960 00:00:00 GMT-0600 (hora de verano central)","C-04697","4","9807.45","Tue Aug 12 2014 00:00:00 GMT-0500 (hora de verano central)"
"4710","PONCIO ARIAS FUENTES","TORTUGA MZNA 539","QUINTANA ROO","Mon Feb 17 1958 00:00:00 GMT-0600 (hora estándar central)","C-04709","119","97884.58","Tue Apr 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"4717","NOELIA GIMÉNEZ TORRES","CALLE DE MINAS NO. 170","OAXACA","Sun Jul 22 1979 00:00:00 GMT-0600 (hora estándar central)","C-04716","74","36862.78","Sun Feb 26 2012 00:00:00 GMT-0600 (hora estándar central)"
"4720","CONSTANTINO HIDALGO SANTIAGO","CIR.JOSEFA ORTIZ NUM. 357","HIDALGO","Mon Dec 03 1956 00:00:00 GMT-0600 (hora estándar central)","C-04719","148","83809.66","Tue Feb 19 2013 00:00:00 GMT-0600 (hora estándar central)"
"4730","VÍCTOR FUENTES BRAVO","PLAN DE ATOTONILCO NO. 700","CAMPECHE","Thu Sep 06 1979 00:00:00 GMT-0600 (hora estándar central)","C-04729","26","108076.67","Mon Jun 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"4747","CASIMIRO VICENTE PÉREZ","BELLACO NUM. 557","MICHOACÁN","Fri Nov 15 1991 00:00:00 GMT-0600 (hora estándar central)","C-04746","187","68394.71","Mon Aug 26 2013 00:00:00 GMT-0500 (hora de verano central)"
"4759","LINO CABRERA BRAVO","VALLE PASSOS MZNA 303","NAYARIT","Sun Aug 01 1971 00:00:00 GMT-0600 (hora estándar central)","C-04758","153","30262.25","Tue Jul 02 2013 00:00:00 GMT-0500 (hora de verano central)"
"4771","ESDRAS FERNÁNDEZ CARMONA","JOSEFA ORTIZ DE DOMINGUEZ NUM. 606","JALISCO","Mon Dec 11 1978 00:00:00 GMT-0600 (hora estándar central)","C-04770","66","100893.03","Sat Dec 07 2013 00:00:00 GMT-0600 (hora estándar central)"
"4775","ANIANO FERRER BENÍTEZ","VICENTE GUERRERO MZNA 279","PUEBLA","Mon Apr 28 1986 00:00:00 GMT-0600 (hora estándar central)","C-04774","146","120935.6","Sun Dec 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"4777","NARCISO CALVO ÁLVAREZ","20 DE NOVIEMBRE NUM. 413","ESTADO DE MÉXICO","Sat Jun 12 1954 00:00:00 GMT-0600 (hora de verano central)","C-04776","85","24454.84","Mon Apr 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"4779","CONSUELO DELGADO SÁEZ","BELLACO NO. 133","HIDALGO","Wed Apr 05 1961 00:00:00 GMT-0600 (hora de verano central)","C-04778","52","100071.84","Sat Oct 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"4783","IFIGENIA MONTERO FUENTES","PRIVADA FARALLON NUM. 330","COAHUILA","Wed Nov 08 1967 00:00:00 GMT-0600 (hora estándar central)","C-04782","153","61519.11","Wed Jun 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"4784","ABRAHÁN CALVO DURÁN","ROSAL NUM. 142","ESTADO DE MÉXICO","Mon May 02 1955 00:00:00 GMT-0600 (hora de verano central)","C-04783","22","128532.33","Fri Sep 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"4791","HÉCTOR RODRÍGUEZ MARTÍNEZ","PRIVADA LIMONES MZNA 367","NUEVO LEÓN","Fri Apr 10 1992 00:00:00 GMT-0600 (hora estándar central)","C-04790","51","85291.31","Sun Aug 18 2013 00:00:00 GMT-0500 (hora de verano central)"
"4796","LUIS CABALLERO GARCÍA","ADOLFO PRIETO MANZANA 83","NAYARIT","Sat May 07 1994 00:00:00 GMT-0600 (hora estándar central)","C-04795","154","123798.49","Wed Apr 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"4801","URBANO MARTÍNEZ SOLER","CHICOASEN NÚMERO 104","MORELOS","Sat Sep 05 1992 00:00:00 GMT-0600 (hora estándar central)","C-04800","51","90769.7","Mon Jun 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"4809","FAUSTINO BRAVO VÁZQUEZ","BAJADA DEL SALTO NO. 307","NAYARIT","Sat Mar 07 1992 00:00:00 GMT-0600 (hora estándar central)","C-04808","64","10974.79","Fri May 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"4811","FRANCISCA FERNÁNDEZ MARTÍN","VICTORIANO SALADO ALVAREZ NÚMERO 418","YUCATÁN","Sun Sep 24 1978 00:00:00 GMT-0600 (hora estándar central)","C-04810","146","42530.21","Sat Dec 06 2014 00:00:00 GMT-0600 (hora estándar central)"
"4812","ASUNCIÓN BLANCO GARCÍA","1RA NORTE NUM. 324","AGUASCALIENTES","Thu Jun 15 1972 00:00:00 GMT-0600 (hora estándar central)","C-04811","187","90449.22","Mon Nov 17 2014 00:00:00 GMT-0600 (hora estándar central)"
"4828","LEANDRO BLESA MOLINA","AV. MORELOS SUR MZNA 174","JALISCO","Sat Feb 24 1979 00:00:00 GMT-0600 (hora estándar central)","C-04827","125","122868.7","Mon Jun 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"4833","FEDERICO GALLEGO LEÓN","16 DE SEPTIEMBRE MANZANA 473","CHIAPAS","Wed Aug 17 1960 00:00:00 GMT-0600 (hora de verano central)","C-04832","26","64411.34","Sat Sep 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"4835","LORENZO HIDALGO HERRERO","RAFAEL CRAVIOTO NÚMERO 335","TLAXCALA","Tue Aug 24 1965 00:00:00 GMT-0600 (hora de verano central)","C-04834","125","61654.45","Mon Mar 17 2014 00:00:00 GMT-0600 (hora estándar central)"
"4840","CONSTANCIO PEÑA NAVARRO","20 DE NOVIEMBRE NO. 398","ZACATECAS","Sat Jul 05 1958 00:00:00 GMT-0600 (hora de verano central)","C-04839","22","96816.61","Tue Sep 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"4866","CARMELO SANTOS SÁNCHEZ","LABNA MANZANA 478","SAN LUIS POTOSÍ","Sun May 19 1957 00:00:00 GMT-0600 (hora de verano central)","C-04865","89","124435.46","Wed Feb 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"4871","FAUSTO CRUZ CAMPOS","RODOLFO FIERRO NO. 89","JALISCO","Sat Oct 23 1971 00:00:00 GMT-0600 (hora estándar central)","C-04870","70","47151.6","Wed Jul 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"4884","ESIQUIO VÁZQUEZ FERRER","VISTA HERMOSA NÚMERO 622","NAYARIT","Wed Jan 13 1993 00:00:00 GMT-0600 (hora estándar central)","C-04883","142","55455.27","Sat Jul 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"4890","ARACELI CASTILLO GUERRERO","REPUBLICA DE CHILE MANZANA 334","TABASCO","Thu May 18 1978 00:00:00 GMT-0600 (hora estándar central)","C-04889","51","99193.45","Thu Sep 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"4894","PRIMO SERRANO ROMÁN","MARGARITA MAZA DE JUAREZ NUM. 479","ESTADO DE MÉXICO","Fri Jun 03 1955 00:00:00 GMT-0600 (hora de verano central)","C-04893","64","62746.81","Sun Mar 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"4912","ESDRAS MONTORO VARGAS","CONTADORES MZNA 531","OAXACA","Mon Oct 10 1955 00:00:00 GMT-0600 (hora de verano central)","C-04911","152","138426.29","Wed Nov 19 2014 00:00:00 GMT-0600 (hora estándar central)"
"4916","AITOR GIMÉNEZ LOZANO","LERDO NUM. 269","VERACRUZ","Fri May 13 1983 00:00:00 GMT-0600 (hora estándar central)","C-04915","187","140505.1","Sat Oct 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"4918","DEMÓCRITO ARIAS GARRIDO","MAR DE LAS TEMPESTADES NÚMERO 610","VERACRUZ","Sun May 06 1962 00:00:00 GMT-0600 (hora de verano central)","C-04917","22","113987.55","Sat Oct 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"4924","TITO VÁZQUEZ GARRIDO","BRAVO MZNA 285","CHIAPAS","Sat Jan 27 1990 00:00:00 GMT-0600 (hora estándar central)","C-04923","66","2317.02","Tue Apr 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"4930","FERMÍN MONTERO ESTEBAN","GUADALUPE VICTORIA MANZANA 351","GUANAJUATO","Sun Jul 07 1963 00:00:00 GMT-0600 (hora de verano central)","C-04929","187","139361.73","Mon Mar 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"4938","LUCIANO PARRA VICENTE","MONTE DE PIEDAD MZNA 506","ZACATECAS","Sat May 25 1974 00:00:00 GMT-0600 (hora estándar central)","C-04937","146","76085.77","Thu Oct 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"4942","NORBERTO CALVO AGUILAR","SAGITARIO NO. 27","NUEVO LEÓN","Wed May 03 1972 00:00:00 GMT-0600 (hora estándar central)","C-04941","119","114921.66","Fri Mar 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"4943","MÍRIAM VICENTE MUÑOZ","MIERES NÚMERO 610","DURANGO","Tue Jan 05 1971 00:00:00 GMT-0600 (hora estándar central)","C-04942","153","107831.57","Sat Oct 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"4944","LEANDRO FERNÁNDEZ IGLESIAS","CHICARAS MZNA 655","NUEVO LEÓN","Sun May 21 1989 00:00:00 GMT-0600 (hora estándar central)","C-04943","121","58905.96","Fri Dec 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"4948","EULALIA CRESPO MORALES","MACEDONIO ALCALA MZNA 415","BAJA CALIFORNIA","Wed Oct 26 1977 00:00:00 GMT-0600 (hora estándar central)","C-04947","126","101174.51","Wed Nov 07 2012 00:00:00 GMT-0600 (hora estándar central)"
"4951","JORDI MÁRQUEZ SERRANO","SANTA ANA MZNA 503","JALISCO","Fri Jan 06 1978 00:00:00 GMT-0600 (hora estándar central)","C-04950","165","70798.65","Thu Sep 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"4953","BÁRBARA FLORES HERNÁNDEZ","CALLE CUAUHTEMOC MZNA 579","PUEBLA","Fri Oct 01 1965 00:00:00 GMT-0600 (hora de verano central)","C-04952","152","128805.57","Tue May 28 2013 00:00:00 GMT-0500 (hora de verano central)"
"4955","NIEVES CAMBIL JIMÉNEZ","TOTONACAS MANZANA 771","CHIAPAS","Sat May 21 1983 00:00:00 GMT-0600 (hora estándar central)","C-04954","51","82755.5","Fri Nov 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"4957","RAFAEL VÁZQUEZ RAMOS","CAOBAN MZNA 176","JALISCO","Wed Nov 15 1967 00:00:00 GMT-0600 (hora estándar central)","C-04956","89","68538.7","Wed Aug 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"4959","LUCAS SÁNCHEZ GALLARDO","GALEANA NÚMERO 386","NAYARIT","Sat Aug 28 1954 00:00:00 GMT-0600 (hora de verano central)","C-04958","148","80756.03","Sat Feb 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"4965","SONIA LEÓN GUERRERO","16 DE SEPTIEMBRE MANZANA 740","TAMAULIPAS","Sun Mar 19 1972 00:00:00 GMT-0600 (hora estándar central)","C-04964","34","11794.13","Wed Dec 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"4966","ANTONIA MÉNDEZ ÁLVAREZ","MONTE DE PIEDAD MANZANA 120","TLAXCALA","Mon Oct 28 1957 00:00:00 GMT-0600 (hora estándar central)","C-04965","101","6551.61","Tue Oct 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"4976","ANTERO MORENO LÓPEZ","BOCA DEL RIO NÚMERO 613","TABASCO","Sat Jun 09 1956 00:00:00 GMT-0600 (hora de verano central)","C-04975","20","130972.13","Fri Aug 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"4986","SUSANA SERRANO HERRERA","PUERTO ACAPULCO MZNA 331","CHIHUAHUA","Fri Dec 13 1991 00:00:00 GMT-0600 (hora estándar central)","C-04985","16","68109","Mon May 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"4987","SIMEÓN SANTANA MUÑOZ","MORELOS MZNA 313","NAYARIT","Tue Sep 08 1992 00:00:00 GMT-0600 (hora estándar central)","C-04986","187","30727.71","Tue Feb 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"4990","MARIO BRAVO DELGADO","MONROVIA MANZANA 788","TLAXCALA","Wed Feb 05 1975 00:00:00 GMT-0600 (hora estándar central)","C-04989","65","43890.61","Sun May 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"4995","MARTÍN HERNÁNDEZ LÓPEZ","GABRIEL RAMOS MILLAN MANZANA 749","MICHOACÁN","Thu Sep 20 1962 00:00:00 GMT-0600 (hora de verano central)","C-04994","152","109028.8","Thu Feb 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"5004","FAUSTINO FUENTES HERRERO","ORQUIDEA NUM. 3","COAHUILA","Tue Apr 25 1961 00:00:00 GMT-0600 (hora de verano central)","C-05003","126","13129.66","Mon Feb 11 2013 00:00:00 GMT-0600 (hora estándar central)"
"5023","OSCAR CABRERA NAVARRO","AGUAJE MZNA 265","VERACRUZ","Sat Aug 18 1962 00:00:00 GMT-0600 (hora de verano central)","C-05022","68","55752.07","Wed Oct 30 2013 00:00:00 GMT-0600 (hora estándar central)"
"5037","ILDEFONSO ALONSO MARTÍNEZ","AV. TOLUCA MZNA 353","AGUASCALIENTES","Sat May 14 1988 00:00:00 GMT-0600 (hora estándar central)","C-05036","154","105874.01","Tue Jan 14 2014 00:00:00 GMT-0600 (hora estándar central)"
"5047","FABIO NÚÑEZ ORTIZ","VILLA DE CUITLAHUAC NÚMERO 596","NAYARIT","Mon Dec 07 1992 00:00:00 GMT-0600 (hora estándar central)","C-05046","101","140861.27","Sat Nov 23 2013 00:00:00 GMT-0600 (hora estándar central)"
"5052","SAMUEL SANTIAGO NAVARRO","CAMPESINOS NÚMERO 19","CDMX","Tue Feb 01 1966 00:00:00 GMT-0600 (hora estándar central)","C-05051","23","126691.11","Mon Dec 02 2013 00:00:00 GMT-0600 (hora estándar central)"
"5055","CAMILO NAVARRO SANTANA","CALVARIO NÚMERO 312","GUANAJUATO","Sat Nov 09 1957 00:00:00 GMT-0600 (hora estándar central)","C-05054","26","107699.59","Sat Apr 06 2013 00:00:00 GMT-0600 (hora estándar central)"
"5062","ALFREDO SERRANO SÁEZ","ROA BARCENAS NO. 17","ZACATECAS","Tue Apr 05 1960 00:00:00 GMT-0600 (hora de verano central)","C-05061","16","46310.2","Tue Dec 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"5067","ÁUREA RAMOS CRESPO","JAIME NUNO NO. 425","BAJA CALIFORNIA","Sun Jun 03 1984 00:00:00 GMT-0600 (hora estándar central)","C-05066","23","77149.87","Tue Jan 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"5076","SALVADOR PASTOR IBÁÑEZ","SAGITARIO MANZANA 54","MORELOS","Mon Mar 27 1972 00:00:00 GMT-0600 (hora estándar central)","C-05075","20","144320.24","Fri Jul 26 2013 00:00:00 GMT-0500 (hora de verano central)"
"5077","ESDRAS FLORES GALLEGO","MIERES MANZANA 141","ZACATECAS","Mon May 13 1991 00:00:00 GMT-0600 (hora estándar central)","C-05076","119","32221.28","Sat Nov 15 2014 00:00:00 GMT-0600 (hora estándar central)"
"5081","TIMOTEO DÍAZ PARRA","20 DE NOVIEMBRE NUM. 677","OAXACA","Sat Jan 09 1965 00:00:00 GMT-0600 (hora estándar central)","C-05080","165","104359.07","Mon Apr 28 2014 00:00:00 GMT-0500 (hora de verano central)"
"5089","SAMUEL HERNÁNDEZ GONZÁLEZ","HALCON MZNA 393","AGUASCALIENTES","Fri Oct 23 1959 00:00:00 GMT-0600 (hora de verano central)","C-05088","148","124465.6","Wed Dec 05 2012 00:00:00 GMT-0600 (hora estándar central)"
"5093","RAMÓN MEDINA VIDAL","AV. QUERETARO MZNA 103","TLAXCALA","Sun Jul 08 1962 00:00:00 GMT-0600 (hora de verano central)","C-05092","85","150360.69","Tue Nov 06 2012 00:00:00 GMT-0600 (hora estándar central)"
"5100","ESDRAS ORTEGA SANTIAGO","ALFONSO XIII MZNA 703","AGUASCALIENTES","Wed Aug 07 1991 00:00:00 GMT-0600 (hora estándar central)","C-05099","22","101366.2","Fri Feb 08 2013 00:00:00 GMT-0600 (hora estándar central)"
"5113","NORBERTO TORRES FLORES","AVENIDA SAN JERONIMO NÚMERO 773","CHIAPAS","Sat Sep 12 1987 00:00:00 GMT-0600 (hora estándar central)","C-05112","165","49711.75","Fri Aug 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"5114","ALBINA MUÑOZ MARÍN","PRIV. DEL CEDRAL MANZANA 136","CHIAPAS","Sun Jun 02 1991 00:00:00 GMT-0600 (hora estándar central)","C-05113","187","60906.37","Mon Dec 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"5123","LUCAS PARRA DÍEZ","CAPIRO NÚMERO 430","TAMAULIPAS","Sat Jun 15 1985 00:00:00 GMT-0600 (hora estándar central)","C-05122","146","128140.54","Sat Oct 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"5124","MARTÍN BRAVO ESTEBAN","SABADEL NO. 701","CHIHUAHUA","Mon Mar 08 1976 00:00:00 GMT-0600 (hora estándar central)","C-05123","73","94588.79","Tue Jun 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"5127","CASIO RODRÍGUEZ CAMPOS","VALLE DE LOS TOLTECAS MANZANA 240","TABASCO","Thu Jan 26 1984 00:00:00 GMT-0600 (hora estándar central)","C-05126","70","145181.42","Mon Feb 25 2013 00:00:00 GMT-0600 (hora estándar central)"
"5139","EUSEBIO MONTORO CASTRO","16 DE SEPTIEMBRE MANZANA 569","GUANAJUATO","Tue Mar 04 1986 00:00:00 GMT-0600 (hora estándar central)","C-05138","68","7641.58","Wed Mar 14 2012 00:00:00 GMT-0600 (hora estándar central)"
"5140","ENRIQUE HERNÁNDEZ BENÍTEZ","SUR 67 NO. 467","MORELOS","Sun Sep 07 1986 00:00:00 GMT-0600 (hora estándar central)","C-05139","153","57518.51","Sun Dec 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"5146","RAMÓN ORTIZ VÁZQUEZ","MARIA ELENA SANDOVAL NO. 512","ESTADO DE MÉXICO","Thu Oct 20 1966 00:00:00 GMT-0600 (hora de verano central)","C-05145","187","59452.99","Mon Aug 26 2013 00:00:00 GMT-0500 (hora de verano central)"
"5148","EDUARDO PARRA NÚÑEZ","CALLE DE MINAS NÚMERO 388","OAXACA","Fri Dec 15 1961 00:00:00 GMT-0600 (hora estándar central)","C-05147","37","39896.61","Tue Sep 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"5149","MARCELINO CARMONA MEDINA","PRL. MOCTEZUMA MZNA 478","MORELOS","Tue Mar 09 1982 00:00:00 GMT-0600 (hora estándar central)","C-05148","148","104703.09","Thu May 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"5154","MOISÉS MARÍN JIMÉNEZ","UNIDAD HABITACIONAL MILITAR NUM. 741","BAJA CALIFORNIA","Sun Oct 25 1992 00:00:00 GMT-0600 (hora estándar central)","C-05153","51","118394.2","Fri Sep 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"5157","CASIMIRO GARCÍA CORTÉS","MANUEL DOBLADO NO. 35","TAMAULIPAS","Mon May 15 1978 00:00:00 GMT-0600 (hora estándar central)","C-05156","154","17991.31","Sat Mar 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"5163","CLARA GUERRERO CANO","STA. CLARA II NÚMERO 790","BAJA CALIFORNIA","Thu Nov 09 1972 00:00:00 GMT-0600 (hora estándar central)","C-05162","141","86418.24","Tue Oct 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"5169","FACUNDO REY LOZANO","EDIF AGUAMIEL NÚMERO 766","ZACATECAS","Sat Apr 25 1959 00:00:00 GMT-0600 (hora de verano central)","C-05168","165","94051.9","Tue Jan 08 2013 00:00:00 GMT-0600 (hora estándar central)"
"5173","BERNARDO BRAVO MÉNDEZ","EDIF AGUAMIEL NUM. 180","CDMX","Sun Sep 27 1987 00:00:00 GMT-0600 (hora estándar central)","C-05172","142","121847.93","Mon Mar 05 2012 00:00:00 GMT-0600 (hora estándar central)"
"5180","ANTERO NIETO MORENO","20 DE NOVIEMBRE MANZANA 201","CHIHUAHUA","Tue Mar 28 1967 00:00:00 GMT-0600 (hora estándar central)","C-05179","141","104490.25","Sun Nov 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"5183","LEONCIO CASTILLO VÁZQUEZ","QUETZALCOATL NÚMERO 701","SINALOA","Tue May 28 1968 00:00:00 GMT-0600 (hora de verano central)","C-05182","73","135412.48","Sat Nov 30 2013 00:00:00 GMT-0600 (hora estándar central)"
"5185","CASIANO DOMÍNGUEZ CAMPOS","TEKIT NUM. 26","MORELOS","Sat Oct 20 1956 00:00:00 GMT-0600 (hora de verano central)","C-05184","142","105901.88","Wed Aug 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"5187","ODÓN CARMONA BENÍTEZ","EUFEMIO ARREDONDO NO. 325","NAYARIT","Sun Feb 07 1982 00:00:00 GMT-0600 (hora estándar central)","C-05186","187","40988.18","Sun Mar 30 2014 00:00:00 GMT-0600 (hora estándar central)"
"5190","LUCIANO FUENTES SANTOS","CORUÑA NUM. 436","HIDALGO","Tue Mar 27 1962 00:00:00 GMT-0600 (hora estándar central)","C-05189","52","136229.46","Thu Aug 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"5191","NARCISO GIMÉNEZ IBÁÑEZ","XOCHIQUETZAL MZNA 29","YUCATÁN","Fri Feb 23 1962 00:00:00 GMT-0600 (hora estándar central)","C-05190","26","57083.45","Fri Feb 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"5195","FAUSTINO ESTEBAN CAMBIL","NEZAHUALCOYOTL MANZANA 1","TAMAULIPAS","Thu Jun 14 1990 00:00:00 GMT-0600 (hora estándar central)","C-05194","152","75169.32","Thu Apr 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"5203","RUPERTO MARTÍN RODRÍGUEZ","DR. JOSE G. PARRES MANZANA 635","GUANAJUATO","Fri Jan 24 1975 00:00:00 GMT-0600 (hora estándar central)","C-05202","68","60857.18","Mon Jan 06 2014 00:00:00 GMT-0600 (hora estándar central)"
"5204","FERNANDO VIDAL CARRASCO","PRIV. COLORINES NÚMERO 666","TLAXCALA","Fri Nov 05 1954 00:00:00 GMT-0600 (hora estándar central)","C-05203","169","86699.65","Sat Feb 23 2013 00:00:00 GMT-0600 (hora estándar central)"
"5205","ANASTASIA GONZÁLEZ NAVARRO","FERNANDO ROMAN LUGO MZNA 99","SAN LUIS POTOSÍ","Thu Dec 17 1964 00:00:00 GMT-0600 (hora estándar central)","C-05204","121","132326.21","Sat Feb 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"5220","RIGOBERTO MONTERO MOLINA","ANDADOR DEL LLANO NÚMERO 61","ESTADO DE MÉXICO","Sun Apr 05 1992 00:00:00 GMT-0600 (hora estándar central)","C-05219","142","54321.97","Sat May 18 2013 00:00:00 GMT-0500 (hora de verano central)"
"5220","RIGOBERTO MONTERO MOLINA","ANDADOR DEL LLANO NÚMERO 61","ESTADO DE MÉXICO","Sun Apr 05 1992 00:00:00 GMT-0600 (hora estándar central)","C-05609","121","124474.49","Tue Oct 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"5223","BORJA CABALLERO MARTÍNEZ","TEJAMANIL MANZANA 345","PUEBLA","Thu Jan 10 1957 00:00:00 GMT-0600 (hora estándar central)","C-05222","148","1953.14","Fri Jul 05 2013 00:00:00 GMT-0500 (hora de verano central)"
