"cuenta.numcta","cuenta.numsucursal","cuenta.saldo","cuenta.fecha"
"C-05619","119","8743.46","Sun Nov 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05629","23","145537.53","Tue Aug 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05630","141","38112.63","Wed Aug 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05634","141","96399.34","Thu Nov 14 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05635","126","102041.81","Mon May 06 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05640","20","71691.33","Wed Mar 13 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05641","52","81508.65","Sat Jan 07 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05645","152","41592.28","Sun Mar 23 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05649","141","23205.15","Fri Dec 20 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05650","70","126191.08","Sun Oct 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05656","169","46396.68","Tue Aug 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05659","146","87937.96","Fri Oct 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05669","25","142298.38","Sat Oct 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05672","85","41552.14","Thu Jan 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05675","146","17803.59","Tue Dec 17 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05680","121","108487.72","Mon May 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05694","169","133978.5","Sun May 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05700","4","100161.16","Tue Jun 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05702","52","95459.03","Thu Feb 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05708","152","114992.65","Thu Aug 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05709","125","75548.69","Fri Jul 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05712","126","122909.58","Thu Aug 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05713","85","120987.89","Wed Apr 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05714","92","71318.03","Wed Nov 28 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05726","152","127503.89","Sun Mar 24 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05728","37","64271.01","Tue Apr 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05729","23","58586.59","Sat Mar 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05731","26","144830.92","Sun Nov 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05742","52","74261.21","Wed Sep 18 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05745","74","108766.54","Fri Apr 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05749","4","104043.78","Tue Oct 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05757","73","83611.44","Tue May 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05760","34","113335.97","Sat Nov 16 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05768","66","20965.95","Fri Aug 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05770","52","42142.19","Sat Dec 14 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05775","125","140367.93","Sun May 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05779","23","18143.65","Sun Nov 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05783","26","9019.43","Fri Oct 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05794","141","56014.61","Sun Jan 01 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05800","153","47929.67","Sat Jun 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05801","92","40146.59","Mon Nov 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05804","187","60391.51","Thu Apr 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05808","66","147597.49","Sat Oct 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05814","66","46193.95","Sat Dec 13 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05818","142","40532.46","Wed Jul 31 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05820","165","59952.12","Thu Jul 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05826","70","33519.06","Sat Oct 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05827","101","90241.37","Fri May 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05840","154","145462.74","Tue Apr 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05850","68","125192.78","Sat Jun 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05869","70","62452.64","Sat Aug 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05872","4","103380.46","Fri Nov 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05875","37","92674.65","Sat Jun 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05888","74","120537.35","Tue Feb 19 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05891","165","122252.97","Sun Jun 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05899","101","81682.23","Sat Jan 12 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05906","165","94291.43","Thu Jan 03 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05907","16","50054.32","Mon Apr 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05912","73","52531.45","Wed Feb 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05921","152","48686.4","Sun Mar 17 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05927","70","125153.95","Fri Mar 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05932","20","146573.74","Sat Nov 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05933","68","95713.83","Fri Apr 26 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05934","66","49565.93","Sun Aug 31 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05942","64","126774.06","Wed Mar 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05957","154","95990.6","Mon Oct 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05961","148","145152.32","Fri Aug 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05966","187","40146.57","Tue Apr 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05967","4","139633.72","Wed Mar 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05977","169","136460.98","Sun Sep 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05978","148","59502.51","Sat Aug 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05983","121","65403.31","Mon Aug 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05987","70","34895.51","Sun Aug 31 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05989","119","107023.26","Fri Oct 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05998","74","101657.78","Mon May 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06009","25","138337.37","Fri Mar 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06011","16","59706.94","Wed Sep 03 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06019","141","71591.15","Fri Aug 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06022","148","48108.13","Tue May 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06027","4","137946.55","Wed Jul 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06031","66","43131.59","Sun Aug 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06033","187","104554.01","Wed Jul 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06042","165","142500.12","Mon Sep 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06047","125","36875.17","Tue May 22 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06053","74","143313.57","Wed May 22 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06065","101","54263.92","Mon Aug 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06067","125","114307.82","Sat May 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06068","142","57079.63","Mon Sep 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06070","66","147757.79","Thu Jul 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06072","25","83983.26","Sat Dec 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06076","119","131667.68","Mon Feb 27 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06080","65","122831.66","Tue Nov 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06086","20","54597.17","Mon May 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06090","165","59381.67","Sun Oct 07 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06091","119","69089.03","Tue Sep 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06097","152","34905.44","Sun Mar 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06108","125","78829.22","Fri Sep 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06119","68","100043.34","Wed Jul 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06122","26","112209.01","Thu Aug 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06130","89","79373.58","Fri Oct 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06150","73","149442.33","Mon May 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06157","4","78624.43","Sun Mar 31 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06161","25","147107.86","Sat Sep 28 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06162","101","101425.73","Fri Sep 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06164","65","45359.58","Fri Aug 02 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06165","142","37063.01","Tue Jun 18 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06166","141","103466.2","Thu Dec 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06167","148","40546.14","Sun Jun 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06175","23","35849.57","Fri Jun 22 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06176","119","124392.91","Sun Apr 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06178","141","126368.79","Tue Apr 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06179","66","137717.52","Sat Feb 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06182","66","134887.65","Sat May 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06186","68","35937.64","Sat Feb 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06188","4","126162.37","Mon Jun 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06192","20","37080.64","Tue Dec 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06200","187","111625.32","Sun Sep 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06201","101","87418.01","Sun May 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06206","25","54485.6","Fri Jun 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06210","4","119554.95","Thu Jul 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06214","85","27340.55","Mon Jun 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06215","23","88807","Wed Apr 03 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06216","65","51260.16","Tue Apr 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06218","119","95066.24","Sun May 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06230","152","91449.92","Fri Feb 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06233","187","56334.94","Sat May 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06234","73","108134.07","Fri Aug 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06252","121","142682.71","Sat Jan 14 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06257","34","37303.11","Tue Jul 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06273","141","123941.07","Sat Nov 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06274","4","105273.71","Wed Aug 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06275","89","113875.11","Fri Apr 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06291","25","99050.12","Thu Aug 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06299","74","37922.26","Fri May 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06300","125","122273.2","Thu Jan 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06302","101","102203.9","Fri Nov 21 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06310","85","23544.88","Thu Sep 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06312","146","23369.27","Tue Jul 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06313","66","31582.81","Thu Jun 06 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06327","64","136207.52","Fri Feb 10 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06338","153","20365.25","Fri May 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06347","119","90142.96","Sat Feb 23 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06357","121","11718.97","Wed Dec 31 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06361","141","142004.73","Sun Feb 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06363","126","110527.34","Sun Dec 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06369","85","115601.15","Wed Mar 21 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06370","52","81838.57","Tue Nov 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06383","37","147337.55","Wed Oct 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06396","141","13390.96","Sat Oct 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06400","119","39750.34","Fri Sep 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06405","148","91432.86","Fri Jun 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06414","101","144460.34","Sun Sep 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06438","85","81007.91","Sat Apr 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06446","126","10354.62","Mon Aug 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06455","125","8500.92","Tue Jan 24 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06466","51","82505.74","Tue Dec 31 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06483","25","104535.26","Mon Sep 02 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06484","68","143378.86","Mon Oct 01 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06487","68","139253.85","Thu Jul 03 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06493","66","19332.81","Sat May 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06500","165","101401.83","Wed Jun 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06529","20","118848.7","Sat Jun 22 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06541","119","23578.61","Tue Jan 08 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06542","4","48868.88","Fri May 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06548","23","142858.87","Fri Aug 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06562","85","124717.9","Sun Aug 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06564","126","61653.7","Fri Nov 02 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06565","34","83342.55","Mon Jun 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06578","22","86542.55","Sat Jun 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06587","25","91055.98","Thu Jan 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06590","119","40207.87","Tue Mar 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06593","165","143780.11","Tue Jun 24 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06599","148","65371.14","Mon Nov 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06604","89","101785.46","Wed Nov 26 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06606","22","62839.23","Mon Mar 11 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06621","66","141272.19","Tue Nov 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06622","16","109592.12","Fri Nov 08 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06625","85","36047.84","Mon Mar 12 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06634","154","113819.73","Sat May 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06635","142","149661.69","Thu Mar 21 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06638","37","53990","Fri Nov 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06644","66","17567.91","Thu Dec 06 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06651","73","32051.12","Mon Dec 08 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06655","126","89548.23","Tue Jul 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06666","148","130396.21","Sat Jan 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06669","66","9633.87","Tue Nov 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06670","146","61673.07","Sun Jun 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06672","169","148725.11","Thu Oct 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06678","121","145807.06","Tue Sep 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06682","26","52240.86","Sat Feb 08 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06683","146","76296.41","Wed Apr 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06684","25","31283.71","Tue Mar 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06685","52","13363.39","Sat Jun 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06688","85","101326.74","Sat Apr 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06691","121","58658.85","Sat Mar 23 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06695","66","38848.65","Sat Jan 14 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06706","25","131044.21","Wed May 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06708","64","105681.61","Wed Dec 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06709","37","97757.27","Tue Jun 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06719","64","82589.95","Fri Jun 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06721","169","14544.6","Thu Nov 01 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06722","153","21568","Sun Jan 20 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06724","154","103250.31","Tue Apr 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06726","16","100066.87","Wed Jul 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06732","66","93391.19","Tue Nov 12 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06735","51","23087.38","Fri Nov 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06737","141","103689.27","Wed Jun 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06740","52","7242.41","Mon May 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06744","51","79185.98","Tue Oct 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06753","64","20668.39","Fri May 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06754","121","142924.92","Thu Aug 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06764","101","144025.41","Thu Apr 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06774","65","101176.08","Sun Dec 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06776","4","87106.37","Mon Mar 05 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06778","23","119818.98","Fri Aug 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06786","154","112960.87","Wed Apr 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06790","37","59803.52","Wed Aug 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06793","125","90571.45","Fri May 31 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06799","52","118334.2","Wed Apr 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06800","126","132263.63","Thu Sep 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06801","74","62441.38","Mon Sep 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06804","169","49073.42","Tue Sep 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06814","153","21048.19","Sat Jun 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06815","22","44792.74","Thu Jun 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06818","65","150312.69","Fri Jul 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06820","148","99380.37","Mon Jan 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06821","64","131549.48","Sat Jun 22 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06825","165","19484.46","Sun Mar 03 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06826","65","33951.68","Tue Dec 31 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06832","52","82749.61","Sun Apr 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06835","68","92906.25","Wed Jan 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06843","126","62307.94","Wed Oct 30 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06845","92","73470.93","Sun Jun 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06852","52","142628.99","Fri Dec 21 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06865","89","111406.35","Thu Jan 26 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06868","52","113345.17","Wed Sep 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06873","101","149906.91","Mon Dec 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06878","22","83708.86","Tue May 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06883","169","92513.33","Sat Jul 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06885","89","11288.37","Sun Dec 08 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06892","169","37615.75","Sun Mar 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06894","37","80779.38","Mon Jan 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06896","141","141625.91","Sun Aug 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06898","25","84902.84","Mon Oct 01 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06903","85","4758.67","Sat May 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06907","146","62883.42","Thu Dec 20 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06911","148","63473.89","Wed Dec 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06912","89","66033.47","Mon Oct 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06915","37","92896.44","Thu Jun 05 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06918","4","108572.74","Fri Mar 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06920","142","105942.66","Mon Jan 20 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06925","37","32815.07","Wed Jun 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06933","66","13560.67","Tue Jan 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-06936","22","87207.46","Tue Oct 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06938","20","77886.42","Wed Dec 31 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06944","51","22939.84","Thu Mar 20 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06947","126","140846.6","Mon May 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06953","20","35783.12","Mon Aug 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06959","126","48200.18","Fri Nov 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06960","26","130624.97","Sun Mar 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06968","165","146550.17","Tue Oct 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06971","89","95355.7","Fri Nov 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06975","187","62662.96","Tue May 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06980","169","7794.83","Mon Aug 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06987","92","112173.62","Fri Nov 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-06988","74","142187.2","Sun Oct 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-06993","22","149781.31","Mon Nov 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-06995","85","81438.35","Thu Oct 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06996","142","135197.22","Mon Apr 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-06998","26","141384.41","Fri Jun 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-06999","101","82891.98","Tue Jul 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07005","153","77557.2","Mon Feb 27 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07011","152","143580.78","Mon May 12 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07015","73","50178.09","Thu Dec 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07016","165","32920.96","Fri Sep 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07027","92","22652.15","Sun Jan 06 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07031","68","78673.6","Mon Apr 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07033","148","131851.16","Mon Feb 20 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07035","119","17287.16","Sun Dec 30 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07036","146","146927.71","Mon Feb 24 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07057","148","28952.96","Wed Feb 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07066","4","115976.31","Mon Aug 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07073","85","40795.15","Fri Nov 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07074","16","52806.7","Sun Apr 28 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07083","66","117513.79","Wed Mar 12 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07086","20","56278.25","Tue Jul 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07090","68","18725.63","Sat Jul 19 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07099","16","76621.06","Fri Jul 05 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07108","146","130017.26","Tue Feb 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07112","152","140986.23","Tue Dec 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07119","92","113774.13","Sun Oct 07 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07125","121","142144.28","Tue Sep 04 2012 00:00:00 GMT-0500 (hora de verano central)"
